@RELATION "multilabel_instances_train: -C -3"
@ATTRIBUTE swords  NUMERIC
@ATTRIBUTE sf         NUMERIC
@ATTRIBUTE sdf      NUMERIC
@ATTRIBUTE scand      NUMERIC
@ATTRIBUTE mpos      NUMERIC
@ATTRIBUTE msent     NUMERIC
@ATTRIBUTE dwords     NUMERIC
@ATTRIBUTE dents    NUMERIC
@ATTRIBUTE Aclass        {0,1}
@ATTRIBUTE Bclass        {0,1}
@ATTRIBUTE Tclass        {0,1}

@DATA
2.0,7.0,1.0,1.0,0.49,210.0,552.0,18.0,1,1,1
2.0,7.0,1.0,1.0,0.4,136.0,552.0,18.0,1,1,1
2.0,7.0,0.0,1.0,0.02,283.0,552.0,18.0,0,1,0
2.0,1.0,0.0,0.0,0.01,283.0,552.0,18.0,0,1,0
1.0,1.0,1.0,1.0,0.55,102.0,552.0,18.0,0,1,1
2.0,1.0,1.0,1.0,0.04,283.0,552.0,18.0,1,1,1
3.0,1.0,3.0,1.0,0.0,260.0,188.0,2.0,1,1,1
2.0,1.0,0.0,1.0,0.0,260.0,188.0,2.0,0,1,0
2.0,3.0,0.0,0.0,0.5,180.0,188.0,2.0,0,1,0
2.0,3.0,0.0,0.0,0.02,260.0,188.0,2.0,0,1,0
2.0,3.0,0.0,0.0,0.1,260.0,188.0,2.0,0,1,0
2.0,1.0,0.0,1.0,0.61,180.0,188.0,2.0,0,1,0
2.0,1.0,0.0,5.0,0.58,188.0,85.0,0.0,0,1,0
2.0,1.0,0.0,0.0,0.28,188.0,85.0,0.0,0,1,0
2.0,1.0,0.0,1.0,0.14,73.0,85.0,0.0,1,1,1
2.0,1.0,0.0,1.0,0.55,215.0,369.0,11.0,0,1,0
3.0,1.0,3.0,1.0,0.0,292.0,369.0,11.0,1,1,1
2.0,1.0,0.0,1.0,0.0,292.0,369.0,11.0,0,1,0
1.0,1.0,0.0,0.0,0.96,284.0,369.0,11.0,1,1,1
2.0,1.0,0.0,0.0,0.19,284.0,369.0,11.0,0,1,0
2.0,6.0,0.0,1.0,0.04,292.0,369.0,11.0,0,1,0
2.0,6.0,0.0,1.0,0.27,284.0,369.0,11.0,0,1,0
2.0,6.0,0.0,1.0,0.24,284.0,369.0,11.0,0,1,0
2.0,6.0,0.0,1.0,0.21,284.0,369.0,11.0,0,1,0
2.0,6.0,0.0,1.0,0.83,218.0,369.0,11.0,0,1,0
2.0,6.0,0.0,1.0,0.8,218.0,369.0,11.0,0,1,0
2.0,1.0,0.0,2.0,0.19,284.0,369.0,11.0,0,1,0
2.0,1.0,0.0,1.0,0.26,284.0,369.0,11.0,0,1,0
3.0,1.0,0.0,0.0,0.81,218.0,369.0,11.0,1,1,1
2.0,1.0,0.0,1.0,0.51,215.0,369.0,11.0,0,1,0
3.0,1.0,0.0,1.0,0.25,284.0,369.0,11.0,1,1,1
2.0,1.0,0.0,2.0,0.84,218.0,369.0,11.0,0,1,0
2.0,1.0,0.0,1.0,0.01,292.0,369.0,11.0,0,1,0
2.0,1.0,0.0,1.0,0.09,132.0,65.0,3.0,1,1,1
2.0,1.0,1.0,1.0,0.76,117.0,65.0,3.0,1,1,1
1.0,1.0,0.0,1.0,0.11,132.0,65.0,3.0,0,1,0
4.0,1.0,0.0,1.0,0.32,105.0,65.0,3.0,1,1,1
2.0,1.0,1.0,1.0,0.32,105.0,65.0,3.0,0,1,0
2.0,1.0,0.0,4.0,0.31,92.0,150.0,3.0,0,1,0
2.0,1.0,0.0,2.0,0.48,145.0,150.0,3.0,0,1,0
2.0,1.0,0.0,0.0,0.06,72.0,150.0,3.0,0,1,0
2.0,1.0,2.0,1.0,0.02,99.0,150.0,3.0,1,1,1
2.0,1.0,0.0,1.0,0.6,134.0,150.0,3.0,0,1,0
2.0,1.0,0.0,0.0,0.15,157.0,150.0,3.0,0,1,0
2.0,1.0,0.0,2.0,0.75,97.0,150.0,3.0,1,1,1
2.0,1.0,0.0,2.0,0.92,100.0,150.0,3.0,1,1,1
3.0,1.0,0.0,2.0,0.98,59.0,150.0,3.0,0,1,1
2.0,1.0,0.0,17.0,0.98,59.0,150.0,3.0,0,1,0
3.0,1.0,0.0,1.0,0.05,72.0,150.0,3.0,1,1,1
2.0,1.0,0.0,0.0,0.05,72.0,150.0,3.0,0,1,0
2.0,1.0,0.0,3.0,0.35,92.0,150.0,3.0,1,1,1
2.0,1.0,0.0,1.0,0.96,111.0,135.0,0.0,0,1,0
3.0,1.0,3.0,5.0,0.82,243.0,659.0,9.0,0,1,0
2.0,1.0,0.0,5.0,0.82,243.0,659.0,9.0,0,1,0
2.0,1.0,0.0,1.0,0.15,146.0,659.0,9.0,0,1,0
2.0,1.0,0.0,0.0,1.0,155.0,659.0,9.0,0,1,0
3.0,1.0,0.0,2.0,0.97,155.0,659.0,9.0,0,1,1
2.0,1.0,2.0,1.0,0.01,37.0,659.0,9.0,0,1,1
2.0,1.0,1.0,0.0,0.21,170.0,659.0,9.0,1,1,0
2.0,1.0,0.0,1.0,0.21,170.0,659.0,9.0,0,1,0
3.0,1.0,0.0,1.0,1.0,155.0,659.0,9.0,1,1,1
2.0,1.0,0.0,0.0,1.0,155.0,659.0,9.0,0,1,0
2.0,1.0,0.0,1.0,0.39,185.0,659.0,9.0,0,1,0
3.0,1.0,3.0,5.0,0.31,295.0,224.0,8.0,0,1,0
2.0,1.0,0.0,5.0,0.31,295.0,224.0,8.0,0,1,0
2.0,1.0,0.0,0.0,0.25,373.0,224.0,8.0,0,1,0
1.0,2.0,0.0,7.0,0.25,373.0,224.0,8.0,0,1,0
3.0,1.0,1.0,2.0,0.59,99.0,224.0,8.0,1,1,1
3.0,1.0,0.0,0.0,0.99,185.0,224.0,8.0,0,1,1
2.0,1.0,0.0,4.0,0.99,185.0,224.0,8.0,1,1,1
2.0,1.0,0.0,3.0,0.24,373.0,224.0,8.0,0,1,0
3.0,2.0,2.0,1.0,0.41,295.0,224.0,8.0,1,1,1
3.0,2.0,2.0,1.0,0.87,185.0,224.0,8.0,1,1,1
3.0,1.0,0.0,1.0,0.38,295.0,224.0,8.0,1,1,0
2.0,1.0,0.0,2.0,0.21,78.0,224.0,8.0,0,1,0
3.0,1.0,1.0,3.0,0.23,354.0,497.0,10.0,1,1,1
2.0,2.0,2.0,1.0,0.99,45.0,497.0,10.0,0,1,0
2.0,2.0,2.0,1.0,0.01,49.0,497.0,10.0,1,1,0
1.0,2.0,0.0,5.0,0.14,371.0,497.0,10.0,0,1,0
2.0,1.0,0.0,1.0,0.39,167.0,497.0,10.0,0,1,0
3.0,1.0,1.0,1.0,0.18,354.0,497.0,10.0,1,1,1
2.0,1.0,0.0,4.0,0.18,354.0,497.0,10.0,0,1,0
1.0,1.0,0.0,0.0,0.1,40.0,497.0,10.0,0,1,1
2.0,1.0,2.0,1.0,0.02,159.0,497.0,10.0,1,1,1
2.0,1.0,7.0,1.0,0.1,156.0,64.0,4.0,1,1,1
2.0,1.0,2.0,1.0,0.95,38.0,64.0,4.0,1,1,0
1.0,1.0,0.0,2.0,0.6,115.0,64.0,4.0,1,1,1
2.0,1.0,0.0,1.0,0.8,59.0,64.0,4.0,1,1,1
2.0,1.0,2.0,1.0,0.9,38.0,64.0,4.0,1,1,1
3.0,1.0,0.0,1.0,0.63,282.0,171.0,5.0,0,1,0
2.0,2.0,0.0,2.0,0.06,72.0,171.0,5.0,1,1,1
2.0,2.0,0.0,2.0,0.38,157.0,171.0,5.0,1,1,1
1.0,1.0,0.0,0.0,0.14,100.0,171.0,5.0,0,1,0
1.0,1.0,0.0,18.0,0.03,58.0,171.0,5.0,0,1,0
2.0,1.0,0.0,0.0,0.14,100.0,171.0,5.0,0,1,1
1.0,1.0,0.0,7.0,0.11,72.0,171.0,5.0,0,1,0
3.0,1.0,0.0,1.0,0.72,151.0,805.0,16.0,0,1,0
2.0,2.0,0.0,0.0,0.28,56.0,805.0,16.0,0,1,0
3.0,1.0,1.0,1.0,0.36,63.0,805.0,16.0,1,1,1
2.0,1.0,0.0,1.0,0.05,24.0,805.0,16.0,0,1,0
3.0,1.0,0.0,1.0,0.36,190.0,805.0,16.0,0,1,0
2.0,1.0,0.0,1.0,0.05,33.0,805.0,16.0,0,1,0
3.0,1.0,1.0,1.0,0.34,127.0,805.0,16.0,1,1,0
3.0,1.0,1.0,1.0,0.35,127.0,805.0,16.0,1,1,1
2.0,2.0,0.0,0.0,0.51,37.0,805.0,16.0,0,1,0
2.0,1.0,0.0,0.0,0.96,175.0,805.0,16.0,0,1,0
2.0,1.0,0.0,1.0,0.55,53.0,805.0,16.0,0,1,0
1.0,1.0,0.0,7.0,0.34,127.0,805.0,16.0,0,1,0
1.0,2.0,0.0,1755.0,0.88,199.0,823.0,7.0,0,1,0
1.0,2.0,0.0,1755.0,0.31,151.0,823.0,7.0,0,1,0
2.0,1.0,0.0,1.0,0.83,147.0,823.0,7.0,0,1,0
2.0,1.0,0.0,0.0,0.22,113.0,823.0,7.0,0,1,0
1.0,2.0,0.0,7.0,0.22,113.0,823.0,7.0,0,1,0
4.0,1.0,0.0,1.0,0.07,306.0,823.0,7.0,0,1,0
2.0,1.0,0.0,1.0,0.06,24.0,823.0,7.0,0,1,0
1.0,3.0,3.0,28.0,0.07,21.0,823.0,7.0,1,1,1
2.0,1.0,0.0,0.0,0.36,63.0,823.0,7.0,0,1,0
3.0,1.0,0.0,1.0,0.27,140.0,823.0,7.0,0,1,0
2.0,1.0,0.0,1.0,0.06,33.0,823.0,7.0,0,1,0
1.0,5.0,0.0,5.0,0.25,71.0,823.0,7.0,0,1,0
2.0,1.0,0.0,3.0,0.22,113.0,823.0,7.0,0,1,0
2.0,1.0,0.0,0.0,0.09,306.0,823.0,7.0,0,1,0
3.0,3.0,2.0,1.0,0.12,306.0,823.0,7.0,1,1,1
3.0,3.0,2.0,1.0,0.86,199.0,823.0,7.0,1,1,1
3.0,3.0,2.0,1.0,0.55,186.0,823.0,7.0,1,1,1
1.0,1.0,0.0,15.0,0.05,24.0,823.0,7.0,0,1,0
4.0,1.0,1.0,3.0,0.14,171.0,823.0,7.0,0,1,0
2.0,1.0,0.0,2.0,0.48,86.0,823.0,7.0,1,1,1
2.0,1.0,0.0,4.0,0.58,323.0,642.0,8.0,0,1,0
2.0,1.0,0.0,1.0,0.41,104.0,642.0,8.0,0,1,0
2.0,1.0,0.0,3.0,0.67,187.0,642.0,8.0,0,1,0
2.0,1.0,0.0,0.0,0.72,76.0,642.0,8.0,0,1,0
2.0,1.0,0.0,1.0,0.04,148.0,642.0,8.0,0,1,0
2.0,1.0,0.0,1.0,0.0,24.0,642.0,8.0,0,1,0
3.0,1.0,0.0,1.0,0.66,69.0,642.0,8.0,0,1,0
1.0,2.0,0.0,0.0,0.14,68.0,642.0,8.0,0,1,0
1.0,2.0,0.0,0.0,0.08,101.0,642.0,8.0,0,1,0
2.0,1.0,0.0,1.0,0.0,33.0,642.0,8.0,0,1,0
5.0,1.0,0.0,1.0,0.24,130.0,642.0,8.0,1,1,1
4.0,1.0,0.0,0.0,0.01,177.0,642.0,8.0,0,1,0
3.0,1.0,1.0,1.0,0.01,29.0,642.0,8.0,1,1,0
3.0,1.0,0.0,1.0,0.29,152.0,709.0,16.0,0,1,0
2.0,1.0,0.0,1.0,0.02,24.0,709.0,16.0,0,1,0
2.0,1.0,0.0,2.0,0.27,152.0,709.0,16.0,0,1,0
2.0,1.0,0.0,1.0,0.02,33.0,709.0,16.0,0,1,0
2.0,1.0,0.0,1.0,0.01,21.0,709.0,16.0,1,1,1
2.0,1.0,0.0,1.0,0.27,152.0,709.0,16.0,1,1,1
3.0,2.0,0.0,1.0,0.19,111.0,787.0,0.0,0,0,1
3.0,1.0,1.0,1.0,0.19,284.0,369.0,11.0,0,0,1
1.0,3.0,0.0,2.0,0.37,196.0,787.0,0.0,0,0,1
2.0,1.0,1.0,1.0,0.76,117.0,65.0,3.0,1,1,1
1.0,3.0,0.0,2.0,0.73,180.0,787.0,0.0,0,0,1
3.0,1.0,0.0,66.0,0.55,170.0,411.0,0.0,1,1,1
3.0,1.0,0.0,58.0,0.55,170.0,411.0,0.0,1,1,1
2.0,1.0,0.0,2.0,0.04,217.0,483.0,9.0,1,1,1
2.0,2.0,8.0,3.0,0.09,112.0,281.0,0.0,1,1,1
1.0,2.0,0.0,3.0,0.26,118.0,655.0,0.0,0,0,1
3.0,1.0,0.0,5.0,0.1,23.0,281.0,0.0,1,1,1
2.0,1.0,0.0,1.0,0.58,199.0,211.0,6.0,1,1,1
1.0,1.0,0.0,0.0,0.17,67.0,787.0,0.0,0,0,1
3.0,1.0,0.0,3.0,0.41,219.0,211.0,6.0,0,1,1
1.0,2.0,0.0,1.0,0.41,84.0,787.0,0.0,0,1,1
3.0,1.0,0.0,42.0,0.56,170.0,411.0,0.0,1,1,1
3.0,1.0,1.0,1.0,0.35,127.0,805.0,16.0,1,1,1
2.0,1.0,0.0,61.0,0.92,252.0,333.0,0.0,1,1,1
2.0,1.0,0.0,46.0,0.05,232.0,411.0,0.0,1,1,1
2.0,2.0,7.0,1.0,0.38,295.0,325.0,13.0,1,1,1
2.0,1.0,0.0,3.0,0.03,139.0,411.0,0.0,1,1,1
2.0,1.0,7.0,1.0,0.31,182.0,301.0,4.0,1,1,1
2.0,1.0,1.0,1.0,0.13,292.0,168.0,10.0,1,1,1
2.0,1.0,0.0,43.0,0.57,251.0,411.0,0.0,1,1,1
2.0,1.0,7.0,1.0,0.1,156.0,64.0,4.0,1,1,1
2.0,1.0,0.0,1.0,0.02,160.0,333.0,0.0,1,1,1
3.0,1.0,0.0,4.0,0.95,327.0,333.0,0.0,1,1,1
2.0,1.0,0.0,2.0,0.36,176.0,231.0,0.0,0,1,1
2.0,1.0,8.0,3.0,0.29,300.0,804.0,17.0,1,1,1
2.0,1.0,0.0,1.0,0.39,385.0,325.0,13.0,0,0,1
1.0,1.0,0.0,0.0,0.94,42.0,304.0,0.0,0,0,1
3.0,2.0,0.0,1.0,0.3,357.0,787.0,0.0,0,0,1
1.0,9.0,0.0,1.0,0.39,127.0,787.0,0.0,1,0,1
3.0,1.0,0.0,3.0,0.22,155.0,476.0,4.0,0,1,1
2.0,1.0,0.0,4.0,0.13,185.0,411.0,0.0,1,1,1
2.0,1.0,0.0,2.0,0.08,214.0,778.0,27.0,0,1,1
2.0,1.0,0.0,5.0,0.03,348.0,274.0,4.0,1,1,1
3.0,1.0,1.0,1.0,0.36,63.0,805.0,16.0,1,1,1
3.0,1.0,0.0,5.0,0.01,179.0,731.0,0.0,1,1,1
1.0,1.0,0.0,0.0,0.99,47.0,304.0,0.0,0,0,1
2.0,1.0,0.0,5.0,0.57,174.0,168.0,10.0,1,1,1
3.0,1.0,0.0,1.0,1.0,155.0,659.0,9.0,1,1,1
1.0,2.0,0.0,1.0,0.29,173.0,787.0,0.0,0,1,1
2.0,1.0,8.0,3.0,0.01,142.0,731.0,0.0,1,1,1
2.0,3.0,7.0,1.0,0.07,330.0,270.0,7.0,1,1,1
2.0,1.0,0.0,1.0,0.17,176.0,496.0,0.0,1,1,1
2.0,1.0,0.0,4.0,0.9,252.0,333.0,0.0,1,1,1
2.0,1.0,0.0,1.0,0.09,132.0,65.0,3.0,1,1,1
2.0,1.0,0.0,1.0,0.28,177.0,731.0,0.0,1,1,1
2.0,2.0,7.0,1.0,0.89,257.0,325.0,13.0,1,1,1
2.0,1.0,0.0,2.0,0.35,219.0,211.0,6.0,1,1,1
2.0,1.0,0.0,2.0,0.06,346.0,476.0,4.0,1,1,1
2.0,2.0,8.0,3.0,0.3,381.0,274.0,4.0,1,1,1
2.0,1.0,0.0,1.0,0.78,267.0,113.0,4.0,1,1,1
2.0,2.0,7.0,1.0,0.18,226.0,113.0,4.0,1,1,1
3.0,1.0,1.0,1.0,0.13,179.0,709.0,16.0,1,0,1
2.0,1.0,0.0,1.0,0.8,59.0,64.0,4.0,1,1,1
2.0,1.0,0.0,1.0,0.2,270.0,301.0,4.0,1,1,1
2.0,2.0,8.0,3.0,0.69,210.0,274.0,4.0,1,1,1
3.0,1.0,0.0,3.0,0.42,93.0,270.0,7.0,0,1,1
2.0,1.0,0.0,1.0,0.61,107.0,483.0,9.0,1,1,1
1.0,2.0,0.0,1.0,0.48,175.0,496.0,0.0,0,1,1
2.0,1.0,8.0,3.0,0.23,158.0,690.0,11.0,1,1,1
2.0,2.0,0.0,2.0,0.06,72.0,171.0,5.0,1,1,1
2.0,2.0,0.0,1.0,0.97,66.0,710.0,0.0,1,1,1
2.0,1.0,0.0,3.0,0.49,77.0,281.0,0.0,1,1,1
2.0,1.0,0.0,5.0,0.05,346.0,476.0,4.0,1,1,1
2.0,1.0,0.0,1.0,0.11,93.0,411.0,0.0,1,1,1
2.0,1.0,0.0,1.0,0.16,92.0,411.0,0.0,1,1,1
