@RELATION "multilabel_instances_train: -C -3"
@ATTRIBUTE docid        STRING
@ATTRIBUTE mention      STRING
@ATTRIBUTE offset       NUMERIC
@ATTRIBUTE link         STRING
@ATTRIBUTE swords  NUMERIC
@ATTRIBUTE sf         NUMERIC
@ATTRIBUTE sdf      NUMERIC
@ATTRIBUTE scand      NUMERIC
@ATTRIBUTE mpos      NUMERIC
@ATTRIBUTE msent     NUMERIC
@ATTRIBUTE dwords     NUMERIC
@ATTRIBUTE dents   NUMERIC
@ATTRIBUTE Aclass        {0,1}
@ATTRIBUTE Bclass        {0,1}
@ATTRIBUTE Tclass        {0,1}

@DATA
"-docstart- (996testa tajik)","sherbatov",664,"NULL",1.0,2.0,1.0,0.0,0.27,116.0,411.0,25.0,1,0,0
"-docstart- (996testa tajik)","pamir mountains",250,"NULL",2.0,1.0,0.0,1.0,0.1,235.0,411.0,25.0,1,1,1
"-docstart- (996testa tajik)","layron",772,"NULL",1.0,1.0,1.0,0.0,0.31,116.0,411.0,25.0,1,0,0
"-docstart- (995testa top)","sharetsky",879,"NULL",1.0,4.0,1.0,0.0,0.39,52.0,356.0,30.0,1,1,0
"-docstart- (995testa top)","sharetsky",629,"NULL",1.0,4.0,1.0,0.0,0.28,222.0,356.0,30.0,1,1,0
"-docstart- (995testa top)","sharetsky",1423,"NULL",1.0,4.0,1.0,0.0,0.63,181.0,356.0,30.0,1,1,0
"-docstart- (995testa top)","semyon sharetsky",259,"NULL",2.0,1.0,1.0,0.0,0.11,203.0,356.0,30.0,1,1,0
"-docstart- (995testa top)","alexander lukashenko",119,"NULL",2.0,1.0,1.0,1.0,0.05,179.0,356.0,30.0,1,1,1
"-docstart- (993testa ruling)","organisation for security and cooperation in europe",934,"NULL",7.0,1.0,9.0,1.0,0.69,184.0,211.0,20.0,1,0,1
"-docstart- (993testa ruling)","john kornblum",346,"NULL",2.0,1.0,2.0,1.0,0.26,177.0,211.0,20.0,1,1,1
"-docstart- (993testa ruling)","alija izetbegovic",440,"NULL",2.0,1.0,1.0,1.0,0.33,177.0,211.0,20.0,1,1,1
"-docstart- (992testa lebed)","maskhadov",620,"NULL",1.0,3.0,10.0,1.0,0.44,118.0,224.0,28.0,1,1,0
"-docstart- (992testa lebed)","maskhadov",453,"NULL",1.0,3.0,10.0,1.0,0.32,214.0,224.0,28.0,1,1,0
"-docstart- (992testa lebed)","khasavyurt",47,"NULL",1.0,1.0,2.0,2.0,0.03,233.0,224.0,28.0,1,1,0
"-docstart- (992testa lebed)","chechen republic",399,"NULL",2.0,1.0,1.0,2.0,0.29,214.0,224.0,28.0,1,1,1
"-docstart- (992testa lebed)","boris yeltsin",1156,"NULL",2.0,1.0,18.0,1.0,0.83,134.0,224.0,28.0,1,1,1
"-docstart- (992testa lebed)","aslan maskhadov",146,"NULL",2.0,1.0,10.0,1.0,0.1,233.0,224.0,28.0,1,1,1
"-docstart- (992testa lebed)","alexander lebed",96,"NULL",2.0,1.0,16.0,1.0,0.07,233.0,224.0,28.0,1,1,1
"-docstart- (991testa yeltsin)","interfax",342,"NULL",1.0,2.0,14.0,1.0,0.2,92.0,275.0,38.0,1,1,0
"-docstart- (991testa yeltsin)","interfax",263,"NULL",1.0,2.0,14.0,1.0,0.16,237.0,275.0,38.0,1,1,1
"-docstart- (991testa yeltsin)","chernomyrdin",358,"NULL",1.0,3.0,4.0,1.0,0.21,92.0,275.0,38.0,1,1,0
"-docstart- (991testa yeltsin)","chernomyrdin",1526,"NULL",1.0,3.0,4.0,1.0,0.91,160.0,275.0,38.0,1,1,0
"-docstart- (991testa yeltsin)","boris yeltsin",144,"NULL",2.0,1.0,18.0,1.0,0.09,237.0,275.0,38.0,1,1,1
"-docstart- (991testa yeltsin)","aslan maskhadov",700,"NULL",2.0,1.0,10.0,1.0,0.42,190.0,275.0,38.0,1,1,1
"-docstart- (991testa yeltsin)","alexander lebed",220,"NULL",2.0,1.0,16.0,1.0,0.13,237.0,275.0,38.0,1,1,1
"-docstart- (990testa chad)","nagoum yamassoum",200,"NULL",2.0,1.0,1.0,1.0,0.24,228.0,128.0,5.0,1,1,1
"-docstart- (990testa chad)","n'djamena university",105,"NULL",2.0,1.0,1.0,0.0,0.12,228.0,128.0,5.0,1,0,1
"-docstart- (99 miss)","reuters",697,"NULL",1.0,2.0,111.0,5.0,0.25,147.0,491.0,37.0,1,1,1
"-docstart- (99 miss)","reuters",2423,"NULL",1.0,2.0,111.0,5.0,0.87,50.0,491.0,37.0,1,1,1
"-docstart- (99 miss)","nikki campbell",1430,"NULL",2.0,1.0,1.0,1.0,0.52,69.0,491.0,37.0,1,1,1
"-docstart- (99 miss)","martin brooks",2125,"NULL",2.0,1.0,1.0,1.0,0.77,138.0,491.0,37.0,1,1,0
"-docstart- (99 miss)","alicia machado",113,"NULL",2.0,1.0,1.0,1.0,0.04,203.0,491.0,37.0,1,1,1
"-docstart- (987testa soccer)","phil babb",244,"NULL",2.0,1.0,2.0,1.0,0.44,139.0,83.0,26.0,1,1,1
"-docstart- (987testa soccer)","ian harte",284,"NULL",2.0,1.0,4.0,1.0,0.52,139.0,83.0,26.0,1,1,1
"-docstart- (987testa soccer)","gary breen",211,"NULL",2.0,1.0,2.0,1.0,0.38,139.0,83.0,26.0,1,1,1
"-docstart- (986testa boxing-bruno)","world boxing council",329,"NULL",3.0,1.0,1.0,2.0,0.22,167.0,279.0,26.0,1,1,1
"-docstart- (986testa boxing-bruno)","wbc",352,"NULL",1.0,1.0,1.0,16.0,0.24,167.0,279.0,26.0,1,0,1
"-docstart- (986testa boxing-bruno)","oliver mccall",1105,"NULL",2.0,1.0,1.0,1.0,0.75,166.0,279.0,26.0,1,1,1
"-docstart- (986testa boxing-bruno)","mike tyson",367,"NULL",2.0,1.0,1.0,3.0,0.25,167.0,279.0,26.0,1,1,1
"-docstart- (986testa boxing-bruno)","frank bruno",91,"NULL",2.0,1.0,1.0,2.0,0.06,145.0,279.0,26.0,1,1,1
"-docstart- (986testa boxing-bruno)","david mcleod",784,"NULL",2.0,1.0,1.0,1.0,0.53,141.0,279.0,26.0,1,0,0
"-docstart- (985testa late)","u.s. treasury",1352,"NULL",2.0,1.0,6.0,3.0,0.5,210.0,436.0,41.0,1,0,0
"-docstart- (985testa late)","tokyo stock exchange",2176,"NULL",3.0,1.0,1.0,1.0,0.81,64.0,436.0,41.0,1,1,1
"-docstart- (985testa late)","nsw treasury",2355,"NULL",2.0,1.0,1.0,1.0,0.87,93.0,436.0,41.0,1,1,1
"-docstart- (985testa late)","matif",1005,"NULL",1.0,1.0,0.0,1.0,0.37,73.0,436.0,41.0,1,1,1
"-docstart- (985testa late)","kansai international airport",2632,"NULL",3.0,1.0,1.0,1.0,0.97,108.0,436.0,41.0,1,1,1
"-docstart- (985testa late)","kansai electric power",2606,"NULL",3.0,1.0,1.0,1.0,0.96,108.0,436.0,41.0,1,1,0
"-docstart- (985testa late)","dnib",2546,"NULL",1.0,2.0,1.0,0.0,0.94,50.0,436.0,41.0,1,1,0
"-docstart- (985testa late)","dnib",2448,"NULL",1.0,2.0,1.0,0.0,0.91,98.0,436.0,41.0,1,1,1
"-docstart- (982testa douglas)","new york stock exchange",329,"NULL",4.0,1.0,6.0,3.0,0.15,59.0,368.0,28.0,1,1,1
"-docstart- (982testa douglas)","johnson controls inc",659,"NULL",3.0,1.0,1.0,0.0,0.3,178.0,368.0,28.0,1,0,1
"-docstart- (982testa douglas)","james hoey",866,"NULL",2.0,1.0,1.0,3.0,0.4,208.0,368.0,28.0,1,1,1
"-docstart- (982testa douglas)","farmington hills",41,"NULL",2.0,1.0,1.0,3.0,0.02,24.0,368.0,28.0,1,1,1
"-docstart- (981testa u.s.)","napm",47,"NULL",1.0,3.0,1.0,0.0,0.02,48.0,487.0,34.0,1,0,0
"-docstart- (981testa u.s.)","napm",268,"NULL",1.0,3.0,1.0,0.0,0.09,253.0,487.0,34.0,1,0,0
"-docstart- (981testa u.s.)","lawrence lindsey",1984,"NULL",2.0,1.0,2.0,1.0,0.68,58.0,487.0,34.0,1,1,1
"-docstart- (981testa u.s.)","federal open market committee",1904,"NULL",4.0,1.0,2.0,1.0,0.65,174.0,487.0,34.0,1,1,1
"-docstart- (981testa u.s.)","alan greenspan",2227,"NULL",2.0,1.0,3.0,1.0,0.76,158.0,487.0,34.0,1,1,1
"-docstart- (98 turkish)","isbank",930,"NULL",1.0,1.0,1.0,1.0,0.73,80.0,210.0,9.0,1,1,1
"-docstart- (977testa polish)","national bank of poland",71,"NULL",4.0,1.0,1.0,1.0,0.35,120.0,33.0,4.0,1,1,1
"-docstart- (975testa cricket)","upul chandana",632,"NULL",2.0,1.0,1.0,1.0,0.98,229.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","stuart law",319,"NULL",2.0,1.0,4.0,1.0,0.49,191.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","steve waugh",405,"NULL",2.0,1.0,2.0,1.0,0.63,191.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","sanath jayasuriya",460,"NULL",2.0,1.0,4.0,1.0,0.71,229.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","roshan mahanama",559,"NULL",2.0,1.0,3.0,1.0,0.87,229.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","romesh kaluwitharana",479,"NULL",2.0,1.0,3.0,1.0,0.74,229.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","ricky ponting",346,"NULL",2.0,1.0,4.0,1.0,0.54,191.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","muthiah muralitharan",610,"NULL",2.0,1.0,3.0,1.0,0.94,229.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","mark waugh",393,"NULL",2.0,1.0,3.0,1.0,0.61,191.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","jason gillespie",302,"NULL",2.0,1.0,2.0,1.0,0.47,191.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","ian healy",247,"NULL",2.0,1.0,6.0,2.0,0.38,191.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","glenn mcgrath",331,"NULL",2.0,1.0,3.0,1.0,0.51,191.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","darren lehmann",377,"NULL",2.0,1.0,1.0,1.0,0.58,191.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","chaminda vaas",595,"NULL",2.0,1.0,3.0,1.0,0.92,229.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","asanka gurusinha",501,"NULL",2.0,1.0,3.0,1.0,0.78,229.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","arjuna ranatunga",430,"NULL",2.0,1.0,4.0,1.0,0.67,229.0,96.0,29.0,1,1,1
"-docstart- (975testa cricket)","aravinda de silva",519,"NULL",3.0,1.0,4.0,1.0,0.8,229.0,96.0,29.0,1,1,1
"-docstart- (973testa cricket)","tillekeratne",235,"NULL",1.0,2.0,4.0,0.0,0.17,38.0,254.0,67.0,1,0,0
"-docstart- (973testa cricket)","s. waugh",848,"NULL",2.0,3.0,2.0,0.0,0.6,30.0,254.0,67.0,1,1,0
"-docstart- (973testa cricket)","s. waugh",294,"NULL",2.0,3.0,2.0,0.0,0.21,57.0,254.0,67.0,1,1,0
"-docstart- (973testa cricket)","s. waugh",1186,"NULL",2.0,3.0,2.0,0.0,0.84,54.0,254.0,67.0,1,1,0
"-docstart- (973testa cricket)","kaluwitharana",438,"NULL",1.0,3.0,5.0,1.0,0.31,43.0,254.0,67.0,1,1,0
"-docstart- (973testa cricket)","kaluwitharana",357,"NULL",1.0,3.0,5.0,1.0,0.25,41.0,254.0,67.0,1,1,1
"-docstart- (971testa soccer)","gianluigi lentini",97,"NULL",2.0,1.0,1.0,1.0,0.11,233.0,146.0,22.0,1,1,1
"-docstart- (971testa soccer)","fabio capello",824,"NULL",2.0,1.0,2.0,1.0,0.91,166.0,146.0,22.0,1,1,1
"-docstart- (971testa soccer)","emiliano mondonico",884,"NULL",2.0,1.0,1.0,1.0,0.98,166.0,146.0,22.0,1,1,1
"-docstart- (970testa soccer)","paris st germain",226,"NULL",3.0,1.0,10.0,1.0,0.48,163.0,81.0,14.0,1,1,1
"-docstart- (970testa soccer)","dominique baratelli",90,"NULL",2.0,1.0,1.0,1.0,0.19,157.0,81.0,14.0,1,1,1
"-docstart- (970testa soccer)","baratelli",191,"NULL",1.0,3.0,1.0,0.0,0.4,163.0,81.0,14.0,1,1,0
"-docstart- (970testa soccer)","baratelli",9,"NULL",1.0,3.0,1.0,0.0,0.02,33.0,81.0,14.0,1,1,0
"-docstart- (970testa soccer)","albert emon",260,"NULL",2.0,1.0,2.0,1.0,0.55,163.0,81.0,14.0,1,1,1
"-docstart- (97 egypt)","u.n. security council",405,"NULL",3.0,1.0,3.0,1.0,0.29,181.0,245.0,30.0,1,1,1
"-docstart- (97 egypt)","hosni mubarak",221,"NULL",2.0,1.0,4.0,2.0,0.16,217.0,245.0,30.0,1,1,1
"-docstart- (97 egypt)","hassan al-turabi",922,"NULL",2.0,1.0,1.0,1.0,0.65,114.0,245.0,30.0,1,0,1
"-docstart- (969testa athletics)","kosevo",473,"NULL",1.0,1.0,1.0,0.0,0.49,238.0,170.0,20.0,1,0,0
"-docstart- (969testa athletics)","international amateur athletic federation",255,"NULL",4.0,1.0,1.0,1.0,0.27,238.0,170.0,20.0,1,1,1
"-docstart- (969testa athletics)","iaaf",817,"NULL",1.0,1.0,0.0,2.0,0.85,222.0,170.0,20.0,1,1,0
"-docstart- (968testa soccer)","roberto bisconti",444,"NULL",2.0,1.0,1.0,1.0,0.55,238.0,141.0,18.0,1,1,1
"-docstart- (968testa soccer)","guy hellers",324,"NULL",2.0,1.0,1.0,1.0,0.4,132.0,141.0,18.0,1,1,1
"-docstart- (968testa soccer)","didier ernst",581,"NULL",2.0,1.0,1.0,1.0,0.72,238.0,141.0,18.0,1,1,1
"-docstart- (967testa athletics)","yoelvis quesada",5033,"NULL",2.0,1.0,2.0,1.0,0.84,29.0,1145.0,306.0,1,1,0
"-docstart- (967testa athletics)","yelena gulyayeva",4572,"NULL",2.0,1.0,2.0,1.0,0.76,36.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","yekaterina podkopayeva",588,"NULL",2.0,1.0,2.0,1.0,0.1,40.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","xiomara rivero",5478,"NULL",2.0,1.0,1.0,1.0,0.91,28.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","vladimir dubrovshchik",2045,"NULL",2.0,1.0,2.0,1.0,0.34,38.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","virgilijus alekna",2088,"NULL",2.0,1.0,1.0,1.0,0.35,36.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","valentina fedyushina",1511,"NULL",2.0,1.0,1.0,0.0,0.25,36.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","torrance zellner",2896,"NULL",2.0,1.0,2.0,1.0,0.48,22.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","tony jarrett",846,"NULL",2.0,1.0,1.0,1.0,0.14,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","tom nyariki",4898,"NULL",2.0,1.0,1.0,1.0,0.82,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","tim lobinger",4159,"NULL",2.0,1.0,2.0,1.0,0.69,28.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","tegla loroupe",2725,"NULL",2.0,1.0,1.0,1.0,0.45,31.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","tatyana motkova",4464,"NULL",2.0,1.0,2.0,1.0,0.74,30.0,1145.0,306.0,1,1,0
"-docstart- (967testa athletics)","tanja damaske",5300,"NULL",2.0,1.0,1.0,1.0,0.88,30.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","svetlana masterkova",441,"NULL",2.0,1.0,5.0,1.0,0.07,47.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","sven nylander",3039,"NULL",2.0,1.0,1.0,1.0,0.51,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","stephanie storp",1552,"NULL",2.0,1.0,1.0,1.0,0.26,32.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","stefka kostadinova",4349,"NULL",2.0,1.0,2.0,1.0,0.72,35.0,1145.0,306.0,1,0,1
"-docstart- (967testa athletics)","sigurd njerve",5169,"NULL",2.0,1.0,2.0,1.0,0.86,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","shem kororia",4824,"NULL",2.0,1.0,1.0,1.0,0.8,30.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","samuel matete",2939,"NULL",2.0,1.0,2.0,1.0,0.49,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","sally barsosio",2834,"NULL",2.0,1.0,2.0,1.0,0.47,32.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","rose cheruiyot",2647,"NULL",2.0,1.0,1.0,1.0,0.44,32.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","rohan robinson",3103,"NULL",2.0,1.0,2.0,1.0,0.52,33.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","phylis smith",3375,"NULL",2.0,1.0,2.0,1.0,0.56,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","pauline konga",2798,"NULL",2.0,1.0,2.0,1.0,0.47,31.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","patricia djate-taillard",501,"NULL",2.0,1.0,1.0,0.0,0.08,41.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","osmond ezinwa",5793,"NULL",2.0,1.0,3.0,1.0,0.96,109.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","olabisi afolabi",3338,"NULL",2.0,1.0,1.0,1.0,0.56,32.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","noureddine morceli",1600,"NULL",2.0,1.0,2.0,1.0,0.27,45.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","norberto tellez",3785,"NULL",2.0,1.0,1.0,0.0,0.63,31.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","nico motchebon",3855,"NULL",2.0,1.0,1.0,1.0,0.64,33.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","nele zilinskiene",4533,"NULL",2.0,1.0,2.0,0.0,0.75,39.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","michelle freeman",158,"NULL",2.0,1.0,4.0,1.0,0.03,33.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","michael moellenbeck",2201,"NULL",2.0,1.0,1.0,0.0,0.37,36.0,1145.0,306.0,1,1,0
"-docstart- (967testa athletics)","merlene ottey",2299,"NULL",2.0,1.0,4.0,1.0,0.38,30.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","mary onyali",2366,"NULL",2.0,1.0,2.0,1.0,0.39,28.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","marko koers",1768,"NULL",2.0,1.0,1.0,1.0,0.29,34.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","mark crear",809,"NULL",2.0,1.0,1.0,1.0,0.13,16.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","marcus o'sullivan",1877,"NULL",2.0,1.0,2.0,1.0,0.31,36.0,1145.0,306.0,1,0,1
"-docstart- (967testa athletics)","marc blume",3697,"NULL",2.0,1.0,1.0,1.0,0.62,27.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","maksim tarasov",4125,"NULL",2.0,1.0,1.0,1.0,0.69,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","ludmila engquist",204,"NULL",2.0,1.0,3.0,1.0,0.03,32.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","louise mcpaul",5441,"NULL",2.0,1.0,2.0,1.0,0.91,32.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","linford christie",5720,"NULL",2.0,1.0,7.0,1.0,0.95,68.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","linda kisabaka",3409,"NULL",2.0,1.0,1.0,1.0,0.57,31.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","leah pells",633,"NULL",2.0,1.0,2.0,1.0,0.11,28.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","lars riedel",1931,"NULL",2.0,1.0,2.0,1.0,0.32,28.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","laban rotich",1734,"NULL",2.0,1.0,2.0,1.0,0.29,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","karin janke",3445,"NULL",2.0,1.0,1.0,1.0,0.57,28.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","julie baumann",344,"NULL",2.0,1.0,2.0,0.0,0.06,34.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","john mayock",1842,"NULL",2.0,1.0,3.0,1.0,0.31,30.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","jearl miles",3240,"NULL",2.0,1.0,1.0,1.0,0.54,17.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","jean galfione",4230,"NULL",2.0,1.0,1.0,1.0,0.7,28.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","isel lopez",5377,"NULL",2.0,1.0,2.0,1.0,0.9,24.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","isaac viciosa",1807,"NULL",2.0,1.0,2.0,1.0,0.3,30.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","irina privalova",2469,"NULL",2.0,1.0,2.0,1.0,0.41,31.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","irina korzhanenko",1473,"NULL",2.0,1.0,1.0,1.0,0.25,33.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","inger miller",2505,"NULL",2.0,1.0,2.0,1.0,0.42,18.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","inga babakova",4389,"NULL",2.0,1.0,2.0,1.0,0.73,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","igor trandenkov",4090,"NULL",2.0,1.0,1.0,1.0,0.68,35.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","igor potapovich",4192,"NULL",2.0,1.0,1.0,1.0,0.7,33.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","heli rantanen",5406,"NULL",2.0,1.0,1.0,1.0,0.9,30.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","gwen torrence",2334,"NULL",2.0,1.0,3.0,1.0,0.39,19.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","gunhild halle",2761,"NULL",2.0,1.0,1.0,1.0,0.46,32.0,1145.0,306.0,1,1,0
"-docstart- (967testa athletics)","gillian russell",383,"NULL",2.0,1.0,2.0,1.0,0.06,32.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","gete wami",2612,"NULL",2.0,1.0,1.0,1.0,0.44,30.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","george panayiotopoulos",5932,"NULL",2.0,1.0,1.0,0.0,0.99,123.0,1145.0,306.0,1,1,0
"-docstart- (967testa athletics)","geir moen",3667,"NULL",2.0,2.0,1.0,1.0,0.61,25.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","geir moen",1213,"NULL",2.0,2.0,1.0,1.0,0.2,25.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","gail devers",2261,"NULL",2.0,1.0,4.0,1.0,0.38,17.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","gabriela szabo",2557,"NULL",2.0,1.0,1.0,1.0,0.43,42.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","frankie fredericks",5688,"NULL",2.0,2.0,5.0,1.0,0.95,68.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","frankie fredericks",1098,"NULL",2.0,2.0,5.0,1.0,0.18,35.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","frank busemann",1015,"NULL",2.0,1.0,1.0,1.0,0.17,31.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","florian schwarthoff",880,"NULL",2.0,2.0,1.0,1.0,0.15,36.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","florian schwarthoff",5967,"NULL",2.0,2.0,1.0,1.0,0.99,123.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","fita bayissa",4932,"NULL",2.0,1.0,1.0,1.0,0.82,33.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","fatima yusuf",3270,"NULL",2.0,1.0,1.0,1.0,0.54,29.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","falk balzer",952,"NULL",2.0,2.0,1.0,1.0,0.16,28.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","falk balzer",5907,"NULL",2.0,2.0,1.0,1.0,0.98,123.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","falilat ogunkoya",3194,"NULL",2.0,1.0,3.0,1.0,0.53,33.0,1145.0,306.0,1,1,1
"-docstart- (967testa athletics)","emilio valle",921,"NULL",2.0,1.0,3.0,1.0,0.15,26.0,1145.0,306.0,1,1,1
